Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($)
2017-01-01,983.43723,643.31029,340.12694,0.00000,359,360,0,1,0,0,200.00000
2017-01-02,983.43723,643.31029,340.12694,0.00000,359,1,0,1,0,0,200.00000
2017-01-03,981.64963,649.79031,331.85932,0.00000,360,3,0,1,0,0,200.00000
2017-01-04,977.40410,645.54478,331.85932,0.00000,358,0,0,2,0,0,400.00000
2017-01-05,980.30894,648.44962,331.85932,0.00000,358,1,0,1,0,0,200.00000
2017-01-06,981.64963,648.44962,333.20002,0.00000,360,2,0,0,0,0,0.00000
2017-01-07,973.15856,639.95855,333.20002,0.00000,358,0,0,2,0,0,400.00000
2017-01-08,974.27581,641.07579,333.20002,0.00000,358,2,0,2,0,0,400.00000
2017-01-09,975.61651,642.41649,333.20002,0.00000,358,1,0,1,0,0,200.00000
2017-01-10,978.26065,642.41649,335.84417,0.00000,360,2,0,0,0,0,0.00000
2017-01-11,984.29378,648.44962,335.84417,0.00000,361,1,0,0,0,0,0.00000
2017-01-12,981.61239,645.76823,335.84417,0.00000,360,0,0,1,0,0,200.00000
2017-01-13,984.51723,648.44962,336.06761,0.00000,362,2,0,0,0,0,0.00000
2017-01-14,986.75172,651.13101,335.62072,0.00000,362,1,0,0,0,0,0.00000
2017-01-15,995.01935,651.13101,343.88834,0.00000,363,1,0,0,0,0,0.00000
2017-01-16,993.90210,650.01376,343.88834,0.00000,363,3,0,3,0,0,600.00000
2017-01-17,993.90210,650.01376,343.88834,0.00000,363,0,0,0,0,0,0.00000
2017-01-18,993.00830,649.79031,343.21799,0.00000,361,0,0,1,0,0,200.00000
2017-01-19,980.79308,641.52269,339.27039,0.00000,358,0,0,1,0,0,200.00000
2017-01-20,989.06070,641.52269,347.53801,0.00000,359,1,0,0,0,0,0.00000
2017-01-21,986.86345,641.29924,345.56421,0.00000,357,0,0,1,0,0,200.00000
2017-01-22,992.04002,648.44962,343.59041,0.00000,358,2,0,0,0,0,0.00000
2017-01-23,986.00689,642.41649,343.59041,0.00000,357,0,0,1,0,0,200.00000
2017-01-24,991.81657,648.22617,343.59041,0.00000,358,2,0,1,0,0,200.00000
2017-01-25,990.92278,647.33237,343.59041,0.00000,357,1,0,2,0,0,400.00000
2017-01-26,988.24139,644.65098,343.59041,0.00000,356,0,0,1,0,0,200.00000
2017-01-27,988.24139,644.65098,343.59041,0.00000,356,0,0,0,0,0,0.00000
2017-01-28,996.50901,644.65098,351.85803,0.00000,357,1,0,0,0,0,0.00000
2017-01-29,990.92278,639.06475,351.85803,0.00000,354,0,0,3,0,0,600.00000
2017-01-30,988.91173,636.38336,352.52837,0.00000,354,1,0,1,0,0,200.00000
2017-01-31,982.61791,628.11574,354.50218,0.00000,354,1,0,1,0,0,200.00000
2017-02-01,977.03168,622.52951,354.50218,0.00000,354,1,0,1,0,0,200.00000
2017-02-02,969.21096,614.70879,354.50218,0.00000,351,0,0,3,0,0,600.00000
2017-02-03,965.63577,610.46325,355.17252,0.00000,350,1,0,2,0,0,400.00000
2017-02-04,965.63577,610.46325,355.17252,0.00000,350,0,0,0,0,0,0.00000
2017-02-05,965.63577,610.46325,355.17252,0.00000,350,1,0,0,0,0,0.00000
2017-02-06,974.12684,618.95432,355.17252,0.00000,352,2,0,0,0,0,0.00000
2017-02-07,968.76406,621.85916,346.90490,0.00000,353,2,0,0,0,0,0.00000
