Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),drone Deployment Cost ($),drone Sites flagged for Follow-Up,drone Leaks tagged for repair,drone Sites Visited,drone Travel Time (Minutes),drone Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,53807.33662,8533.73662,45273.60000,500.00000,367,368,0,1,0.00000,0.00000,200.00000,500.00000,0,,9,300,180,0.00000,,0,0,0,0
2022-01-02,54377.88200,8534.04200,45843.84000,500.00000,369,3,0,0,0.00000,0.00000,0.00000,500.00000,0,,1,30,20,0.00000,,0,0,0,0
2022-01-03,54392.76937,8548.92937,45843.84000,5512.00000,371,2,0,0,59.00000,0.00000,0.00000,0.00000,9,,0,0,0,5512.00000,,59,3,120,360
2022-01-04,54359.66286,8515.82286,45843.84000,5512.00000,371,1,0,1,57.00000,0.00000,200.00000,0.00000,1,,0,0,0,5512.00000,,57,3,120,360
2022-01-05,54362.24755,8518.40755,45843.84000,5512.00000,372,1,0,0,65.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,65,3,120,360
2022-01-06,54391.76343,8547.92343,45843.84000,2756.00000,373,1,0,0,15.00000,0.00000,0.00000,0.00000,0,,0,0,0,2756.00000,,15,1,30,120
2022-01-07,54534.65238,8569.85238,45964.80000,0.00000,373,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,54621.05238,8569.85238,46051.20000,0.00000,374,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,53670.65238,8569.85238,45100.80000,0.00000,372,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,53680.55894,8683.43894,44997.12000,0.00000,375,4,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,53576.87894,8683.43894,44893.44000,0.00000,374,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,52712.87894,8683.43894,44029.44000,0.00000,373,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,51555.11894,8683.43894,42871.68000,0.00000,371,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,50701.58489,8693.90489,42007.68000,0.00000,373,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-15,50403.71218,8689.79218,41713.92000,0.00000,371,1,0,2,0.00000,0.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
