Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2022-01-01,1112.70260,776.70947,335.99313,2876.00000,392,394,0,1,32,0.00000,200.00000,2876.00000,,32,3,180,300
2022-01-02,1114.67640,776.70947,337.96693,2876.00000,393,2,0,1,44,0.00000,200.00000,2876.00000,,44,3,180,360
2022-01-03,1111.28742,771.34669,339.94073,2876.00000,392,1,0,2,23,0.00000,400.00000,2876.00000,,23,3,180,300
2022-01-04,1119.55504,779.61431,339.94073,2876.00000,393,2,0,1,33,0.00000,200.00000,2876.00000,,33,3,180,360
2022-01-05,1120.00194,780.06121,339.94073,0.00000,394,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,1117.32055,777.37981,339.94073,0.00000,393,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-07,1118.47504,780.50810,337.96693,0.00000,391,1,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-08,1111.99501,774.47497,337.52003,0.00000,389,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-09,1114.89985,777.37981,337.52003,0.00000,391,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,1112.92605,777.37981,335.54623,0.00000,390,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,1112.70260,777.15637,335.54623,0.00000,389,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-12,1114.67640,777.15637,337.52003,0.00000,390,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,1114.67640,777.15637,337.52003,0.00000,390,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,1116.91089,779.83776,337.07314,0.00000,390,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,1120.03918,782.96604,337.07314,0.00000,392,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,1000.94075,664.31451,336.62624,5600.00000,363,1,28,1,0,5600.00000,200.00000,0.00000,,0,0,0,0
2022-01-17,882.28922,545.66298,336.62624,7000.00000,330,2,35,0,0,7000.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,826.38967,487.78963,338.60004,3600.00000,316,4,18,0,0,3600.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,728.51892,389.91888,338.60004,5400.00000,289,1,27,1,0,5400.00000,200.00000,0.00000,,0,0,0,0
2022-01-20,730.79065,385.22644,345.56421,0.00000,285,1,0,4,0,0.00000,800.00000,0.00000,,0,0,0,0
2022-01-21,735.48308,389.91888,345.56421,0.00000,287,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,727.21546,381.65126,345.56421,0.00000,286,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-23,718.94784,373.38364,345.56421,0.00000,285,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-24,726.76857,381.42781,345.34076,0.00000,284,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
