Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,0.0,250.0,inf,0.0
P_aircraft,1,0.0,250.0,inf,0.0
P_aircraft,2,0.0,250.0,inf,0.0
P_aircraft,3,0.0,250.0,inf,0.0
P_aircraft,4,0.0,250.0,inf,0.0
P_drone,0,0.0,1000.0,inf,0.0
P_drone,1,0.0,1000.0,inf,0.0
P_drone,2,0.0,1000.0,inf,0.0
P_drone,3,0.0,1000.0,inf,0.0
P_drone,4,0.0,1000.0,inf,0.0
P_OGI,0,60449.045435798405,31504.0,18.613078982989837,9849.351436555318
P_OGI,1,65272.19666843521,32304.0,17.67543218400993,10635.218461905599
P_OGI,2,58717.9843110144,31904.0,19.405103645814965,9567.298523176154
P_OGI,3,39874.5121517568,27704.0,24.81355928977752,6497.010510463177
P_OGI,4,55896.2676103104,33504.0,21.407000498020977,9107.538087932418
P_stationary,0,198346.7054890656,242550.0,43.67352600407847,32317.903360766948
P_stationary,1,220808.0438486784,254350.0,41.13948211802403,35977.67356299736
P_stationary,2,219480.97896705603,251950.0,40.997695235653715,35761.446353717576
P_stationary,3,200831.46080719685,250550.0,44.55583925819666,32722.76051253317
P_stationary,4,207291.154066416,247550.0,42.650500299394125,33775.27984718453
P_truck,0,47622.8371336992,20300.0,15.22378849383945,7759.494892831883
P_truck,1,54704.8364796864,25100.0,16.386642006716226,8913.410557325973
P_truck,2,66366.204005088,26700.0,14.36832862247662,10813.472107685786
P_truck,3,49465.1758214016,25300.0,18.266819304026196,8059.678974640345
P_truck,4,69788.77563012482,28700.0,14.687175562907447,11371.133697025069
