Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2022-01-01,969.69510,597.05630,372.63880,2876.00000,341,343,0,1,23,0.00000,200.00000,2876.00000,,23,3,180,300
2022-01-02,961.91162,591.24662,370.66500,2876.00000,340,1,0,1,29,0.00000,200.00000,2876.00000,,29,3,180,360
2022-01-03,961.91162,591.24662,370.66500,2876.00000,340,0,0,0,26,0.00000,0.00000,2876.00000,,26,3,180,300
2022-01-04,965.44957,592.81076,372.63880,2876.00000,342,2,0,0,32,0.00000,0.00000,2876.00000,,32,3,180,360
2022-01-05,965.22612,592.58731,372.63880,0.00000,341,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-06,966.56681,594.15146,372.41535,0.00000,341,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,969.24820,596.83285,372.41535,0.00000,342,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,963.88542,591.47007,372.41535,0.00000,343,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-09,971.89235,597.50320,374.38915,0.00000,345,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,973.90340,600.18459,373.71881,0.00000,345,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,974.83443,603.08943,371.74501,0.00000,346,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,974.83443,603.08943,371.74501,0.00000,346,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,977.29237,605.54737,371.74501,0.00000,346,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-14,978.40962,606.66462,371.74501,0.00000,346,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-15,978.40962,606.66462,371.74501,0.00000,346,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,918.56247,548.79127,369.77120,4000.00000,326,1,20,0,0,4000.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,846.38838,477.06407,369.32431,4400.00000,304,1,22,0,0,4400.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,769.26116,397.96305,371.29811,4400.00000,284,2,22,0,0,4400.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,683.00976,311.71165,371.29811,5200.00000,259,1,26,0,0,5200.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,683.00976,311.71165,371.29811,0.00000,259,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-21,684.57390,313.27580,371.29811,0.00000,260,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,684.57390,313.27580,371.29811,0.00000,260,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-23,684.35046,313.27580,371.07466,0.00000,259,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,685.46770,314.39304,371.07466,0.00000,259,2,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-25,685.02080,314.39304,370.62776,0.00000,258,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-26,685.46770,314.39304,371.07466,0.00000,259,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,685.46770,314.39304,371.07466,0.00000,259,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,685.46770,314.39304,371.07466,0.00000,259,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-29,688.37254,317.29788,371.07466,0.00000,261,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-30,690.16014,319.53238,370.62776,0.00000,260,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-31,687.47874,316.85098,370.62776,0.00000,259,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-01,687.47874,316.85098,370.62776,0.00000,259,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-02,677.83319,314.16959,363.66359,0.00000,258,2,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-02-03,677.83319,314.16959,363.66359,0.00000,258,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-04,677.60974,313.94615,363.66359,0.00000,257,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-05,668.00142,313.27580,354.72562,0.00000,257,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-06,668.00142,313.27580,354.72562,0.00000,257,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-07,666.43728,311.71165,354.72562,0.00000,256,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-08,669.56557,314.39304,355.17252,0.00000,258,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-09,669.56557,314.39304,355.17252,0.00000,258,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-10,674.66766,317.52133,357.14632,0.00000,261,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-11,680.96148,325.78895,355.17252,0.00000,261,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
