Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2022-01-01,990.06622,757.49283,232.57339,2876.00000,385,388,0,2,25,0.00000,400.00000,2876.00000,,25,3,180,300
2022-01-02,989.61932,757.49283,232.12649,2876.00000,384,0,0,0,37,0.00000,0.00000,2876.00000,,37,3,180,360
2022-01-03,994.27452,760.17422,234.10029,2876.00000,386,3,0,1,30,0.00000,200.00000,2876.00000,,30,3,180,300
2022-01-04,994.27452,760.17422,234.10029,2876.00000,386,0,0,0,36,0.00000,0.00000,2876.00000,,36,3,180,360
2022-01-05,994.27452,760.17422,234.10029,0.00000,386,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,1002.31869,768.21840,234.10029,0.00000,389,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,1001.87179,767.77150,234.10029,0.00000,388,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-08,1000.75454,766.65425,234.10029,0.00000,389,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-09,1000.75454,766.65425,234.10029,0.00000,389,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,1001.68558,768.88874,232.79684,0.00000,389,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-11,1001.46213,768.66529,232.79684,0.00000,388,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-12,994.98210,761.96182,233.02029,0.00000,389,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-13,994.98210,761.96182,233.02029,0.00000,389,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,997.88694,764.86666,233.02029,0.00000,391,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,995.20555,762.18527,233.02029,0.00000,390,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-16,907.39001,674.36973,233.02029,5600.00000,364,2,28,0,0,5600.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,817.33998,576.05207,241.28791,6000.00000,336,2,30,0,0,6000.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,725.72580,485.10824,240.61756,5200.00000,308,0,26,1,0,5200.00000,200.00000,0.00000,,0,0,0,0
2022-01-19,608.41496,367.79741,240.61756,6200.00000,276,0,31,1,0,6200.00000,200.00000,0.00000,,0,0,0,0
2022-01-20,610.16532,367.57396,242.59136,0.00000,276,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-21,610.61222,367.35051,243.26171,0.00000,278,3,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-22,612.39981,369.58500,242.81481,0.00000,277,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-23,609.71842,366.90361,242.81481,0.00000,276,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-24,613.29361,370.03190,243.26171,0.00000,277,3,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-25,613.51706,369.58500,243.93206,0.00000,277,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-26,620.66743,376.73537,243.93206,0.00000,279,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,612.39981,376.73537,235.66443,0.00000,278,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,613.29361,378.29952,234.99409,0.00000,278,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-29,619.32673,384.33265,234.99409,0.00000,279,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
