Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2022-01-01,912.11969,565.99686,346.12283,2876.00000,356,358,0,2,20,0.00000,400.00000,2876.00000,,20,3,180,300
2022-01-02,917.48247,571.35964,346.12283,2876.00000,358,2,0,0,42,0.00000,0.00000,2876.00000,,42,3,180,360
2022-01-03,923.51560,577.39277,346.12283,2876.00000,359,1,0,0,22,0.00000,0.00000,2876.00000,,22,3,180,300
2022-01-04,928.17079,580.07416,348.09663,2876.00000,361,2,0,0,32,0.00000,0.00000,2876.00000,,32,3,180,360
2022-01-05,930.85218,582.75555,348.09663,0.00000,362,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,930.85218,582.75555,348.09663,0.00000,362,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,928.65493,582.97900,345.67593,0.00000,361,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,922.62180,576.94587,345.67593,0.00000,359,0,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-09,925.07974,579.40381,345.67593,0.00000,359,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-10,924.63284,579.40381,345.22903,0.00000,358,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,924.63284,579.40381,345.22903,0.00000,358,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,927.31423,582.08520,345.22903,0.00000,359,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,925.56388,582.30865,343.25523,0.00000,359,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,925.11698,582.30865,342.80833,0.00000,358,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,916.17901,582.30865,333.87036,0.00000,357,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,876.44230,544.54573,331.89656,2800.00000,342,0,14,0,0,2800.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,768.06943,436.17286,331.89656,7600.00000,304,0,38,0,0,7600.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,703.93950,380.98091,322.95859,3200.00000,287,0,16,0,0,3200.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,608.07979,284.45085,323.62894,5000.00000,264,3,25,1,0,5000.00000,200.00000,0.00000,,0,0,0,0
2022-01-20,613.44257,289.81363,323.62894,0.00000,266,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-21,614.55982,289.81363,324.74619,0.00000,268,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,612.54878,288.24949,324.29929,0.00000,266,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-23,612.10188,287.80259,324.29929,0.00000,265,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-24,612.32533,287.80259,324.52274,0.00000,266,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,613.44257,287.80259,325.63998,0.00000,268,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-26,615.00672,289.36673,325.63998,0.00000,269,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,619.25225,293.61227,325.63998,0.00000,271,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,619.25225,293.61227,325.63998,0.00000,271,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-29,631.09506,296.51711,334.57795,0.00000,274,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-30,628.41367,293.83572,334.57795,0.00000,273,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-31,628.41367,293.83572,334.57795,0.00000,273,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-01,628.41367,293.83572,334.57795,0.00000,273,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-02,633.29231,296.74056,336.55175,0.00000,276,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-03,624.80124,297.18745,327.61379,0.00000,276,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-04,624.57779,296.96400,327.61379,0.00000,275,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-05,624.57779,296.96400,327.61379,0.00000,275,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-06,624.57779,296.96400,327.61379,0.00000,275,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-07,627.25918,299.64540,327.61379,0.00000,276,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-08,629.94057,302.32679,327.61379,0.00000,277,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-09,643.57097,315.95719,327.61379,0.00000,280,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-10,643.79442,316.18064,327.61379,0.00000,281,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-11,646.69926,319.08548,327.61379,0.00000,283,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-12,646.95995,321.76687,325.19309,0.00000,282,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-13,646.51306,321.99032,324.52274,0.00000,282,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-14,643.83167,319.30893,324.52274,0.00000,281,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-15,646.51306,321.99032,324.52274,0.00000,282,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-16,646.51306,321.99032,324.52274,0.00000,282,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-17,652.54618,328.02345,324.52274,0.00000,283,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-18,650.34893,327.80000,322.54894,0.00000,281,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-19,650.34893,327.80000,322.54894,0.00000,281,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-20,650.34893,328.02345,322.32549,0.00000,281,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-21,641.44821,330.03449,311.41372,0.00000,281,3,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-22,639.69785,330.25794,309.43992,0.00000,281,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-23,639.47441,330.03449,309.43992,0.00000,280,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-24,642.82614,333.38623,309.43992,0.00000,280,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-25,642.82614,333.38623,309.43992,0.00000,280,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-26,649.97652,340.53660,309.43992,0.00000,282,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
