Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,949.47295,689.11737,260.35557,6030.00000,350,351,0,1,0.00000,0.00000,200.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,944.11017,683.53114,260.57902,30.00000,351,2,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,950.59019,690.01117,260.57902,30.00000,353,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,956.62332,696.04430,260.57902,30.00000,354,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,957.07022,696.04430,261.02592,30.00000,355,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,954.83573,693.80981,261.02592,30.00000,355,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,952.15434,691.12842,261.02592,30.00000,354,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,943.21637,691.12842,252.08795,30.00000,353,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,949.02605,688.00013,261.02592,30.00000,352,1,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,957.29367,688.00013,269.29354,5542.00000,353,1,0,0,49.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,49,3,120,360
2022-01-11,948.57915,688.00013,260.57902,5542.00000,351,0,0,0,66.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,66,3,120,360
2022-01-12,953.94193,693.36291,260.57902,5542.00000,353,2,0,0,80.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,80,3,120,360
2022-01-13,955.50608,694.92705,260.57902,2786.00000,354,1,0,0,32.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,32,1,30,120
2022-01-14,955.50608,694.92705,260.57902,30.00000,354,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,957.92678,695.37395,262.55282,30.00000,356,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,957.92678,695.37395,262.55282,30.00000,356,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,957.92678,695.37395,262.55282,30.00000,356,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,958.37367,695.37395,262.99972,30.00000,357,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
