Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,8659.3273874496,4150.0,17.116142984627206,1410.9198586727534
P_aircraft,1,11848.394556432002,3550.0,10.700666126693728,1930.5350664174043
P_aircraft,2,19295.733374064,8050.0,14.899666907008458,3143.9778388076293
P_aircraft,3,9153.3735523008,3850.0,15.021783959143443,1491.4179752008286
P_aircraft,4,9821.933642592,3350.0,12.181191758823928,1600.3507670796819
P_drone,0,8659.3273874496,4900.0,20.20942183727068,1410.9198586727534
P_drone,1,11848.394556432002,4300.0,12.961370237967051,1930.5350664174043
P_drone,2,19295.733374064,8800.0,16.287834631263905,3143.9778388076293
P_drone,3,9153.3735523008,4600.0,17.948105509625933,1491.4179752008286
P_drone,4,9821.933642592,4100.0,14.908324242142719,1600.3507670796819
P_OGI,0,60449.045435798405,31504.0,18.613078982989837,9849.351436555318
P_OGI,1,65272.19666843521,32304.0,17.67543218400993,10635.218461905599
P_OGI,2,58717.9843110144,31904.0,19.405103645814965,9567.298523176154
P_OGI,3,39874.5121517568,27704.0,24.81355928977752,6497.010510463177
P_OGI,4,55896.2676103104,33504.0,21.407000498020977,9107.538087932418
P_stationary,0,198683.6668989408,242950.0,43.67135884752473,32372.80664869302
P_stationary,1,219737.945581056,253350.0,41.17729535419097,35803.315575481145
P_stationary,2,217387.7067589344,252550.0,41.491043774360804,35420.37606085313
P_stationary,3,201144.28968835203,248550.0,44.13143285369516,32773.73173247202
P_stationary,4,205550.037802512,248150.0,43.116022233549266,33491.58858537121
P_truck,0,47622.8371336992,20300.0,15.22378849383945,7759.494892831883
P_truck,1,54704.8364796864,25100.0,16.386642006716226,8913.410557325973
P_truck,2,66366.204005088,26700.0,14.36832862247662,10813.472107685786
P_truck,3,49465.1758214016,25300.0,18.266819304026196,8059.678974640345
P_truck,4,69788.77563012482,28700.0,14.687175562907447,11371.133697025069
