Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),drone Deployment Cost ($),drone Sites flagged for Follow-Up,drone Leaks tagged for repair,drone Sites Visited,drone Travel Time (Minutes),drone Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,36980.40324,6066.48324,30913.92000,500.00000,329,332,0,2,0.00000,0.00000,400.00000,500.00000,0,,9,300,180,0.00000,,0,0,0,0
2022-01-02,36997.10660,6083.18660,30913.92000,500.00000,330,1,0,0,0.00000,0.00000,0.00000,500.00000,0,,1,30,20,0.00000,,0,0,0,0
2022-01-03,38161.89667,7247.97667,30913.92000,1000.00000,331,1,0,0,49.00000,0.00000,0.00000,0.00000,9,,0,0,0,1000.00000,,49,3,120,360
2022-01-04,38265.57667,7247.97667,31017.60000,1000.00000,332,1,0,0,55.00000,0.00000,0.00000,0.00000,1,,0,0,0,1000.00000,,55,3,120,360
2022-01-05,38437.41849,7419.81849,31017.60000,1000.00000,333,2,0,1,55.00000,0.00000,200.00000,0.00000,0,,0,0,0,1000.00000,,55,3,120,360
2022-01-06,38145.42663,7421.58663,30723.84000,500.00000,333,1,0,0,21.00000,0.00000,0.00000,0.00000,0,,0,0,0,500.00000,,21,1,30,120
2022-01-07,38059.02663,7421.58663,30637.44000,0.00000,332,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,38940.09021,7438.65021,31501.44000,0.00000,335,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,38962.41520,7460.97520,31501.44000,0.00000,337,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,38962.41520,7460.97520,31501.44000,0.00000,337,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
