Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,1024.03050,705.42917,318.60133,6030.00000,384,387,0,2,0.00000,0.00000,400.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,1023.36015,705.42917,317.93099,30.00000,383,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,1029.43052,705.20572,324.22481,30.00000,382,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,1026.97258,702.74778,324.22481,30.00000,382,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,1027.19603,702.97123,324.22481,30.00000,383,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,1027.00983,704.08847,322.92135,30.00000,383,2,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,1036.87883,706.76986,330.10897,30.00000,385,3,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,1041.79471,711.68575,330.10897,30.00000,386,2,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,1041.79471,711.68575,330.10897,30.00000,386,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,1044.47611,714.36714,330.10897,1030.00000,387,1,0,0,32.00000,0.00000,0.00000,30,10,,10,0,0,1000.00000,,32,3,120,360
2022-01-11,1041.79471,711.68575,330.10897,1030.00000,386,0,0,1,40.00000,0.00000,200.00000,30,0,,10,0,0,1000.00000,,40,3,120,360
2022-01-12,1041.79471,711.68575,330.10897,1030.00000,386,0,0,0,43.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,43,3,120,360
2022-01-13,1041.34782,711.23885,330.10897,530.00000,385,0,0,1,13.00000,0.00000,200.00000,30,0,,10,0,0,500.00000,,13,1,30,120
2022-01-14,1033.08020,711.23885,321.84135,30.00000,384,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,1032.85675,711.23885,321.61790,30.00000,383,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,1033.30364,711.23885,322.06480,30.00000,384,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,1033.30364,711.23885,322.06480,30.00000,384,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,1025.03602,711.23885,313.79718,30.00000,383,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-19,1025.03602,711.23885,313.79718,1030.00000,383,0,0,0,46.00000,0.00000,0.00000,30,10,,10,0,0,1000.00000,,46,3,120,360
2022-01-20,1024.36568,711.23885,313.12683,1030.00000,382,0,0,0,35.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,35,3,120,360
2022-01-21,1019.00290,705.87607,313.12683,1030.00000,380,0,0,2,50.00000,0.00000,400.00000,30,0,,10,0,0,1000.00000,,50,3,120,360
2022-01-22,1017.43875,704.08847,313.35028,530.00000,379,1,0,2,10.00000,0.00000,400.00000,30,0,,10,0,0,500.00000,,10,1,30,120
2022-01-23,1015.46495,704.08847,311.37648,30.00000,378,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-24,1020.56704,707.21676,313.35028,30.00000,381,3,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-25,937.22048,623.87020,313.35028,5430.00000,354,0,27,0,0.00000,5400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-26,839.79663,526.44635,313.35028,7030.00000,319,2,35,1,0.00000,7000.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
